Wow!	Vau!
Tom's double-parked.	Tom se duplo parkirao.
Wait your turn, Tom.	Čekaj svoj red, Tome.
Watch it there, Tom.	Pazi se ovde, Tome.
We all have a price.	Svi imamo cenu.
We all have a price.	Svako ima svoju cenu.
We could use a hand.	Dobro bi nam došla pomoć.
We have a job to do.	Moramo da obavimo posao.
We hope you like it.	Nadamo se da će ti se dopasti.
We hope you like it.	Nadamo se da će vam se dopasti.
We must act at once.	Moramo odmah da delujemo.
We must act at once.	Морамо одмах да делујемо.
We ran out of money.	Остали смо без новца.
We ran out of money.	Ostali smo bez novca.
We ran out of money.	Нестало нам је пара.
We ran out of money.	Nestalo nam je para.
We should do better.	Treba da uradimo bolje.
We were quite happy.	Bili smo prilično srećni.
We'd better go, Tom.	Bolje je da krenemo, Tome.
We'll never do that.	Nikad nećemo uraditi to.
We're close friends.	Mi smo bliski prijatelji.
We're close friends.	Ми смо блиски пријатељи.
We're close friends.	Блиски смо пријатељи.
We're close friends.	Bliski smo prijatelji.
We're not going out.	Nećemo izaći.
We've all done that.	Svi smo mi to radili.
We've almost got it.	Skoro ga imamo.
What are they up to?	Šta to smeraju?
What was Tom called?	Kako se Tom zvao?
What would Tom want?	Šta bi Tom želeo?
What would Tom want?	Šta bi Tom hteo?
What's Tom drinking?	Šta pije Tom?
What's in here, Tom?	Šta je unutra, Tome?
What's on your mind?	Šta ti je na umu?
What's on your mind?	Шта ти је на уму?
What's on your mind?	Šta imaš na umu?
What's on your mind?	Шта имаш на уму?
When will you leave?	Када одлазиш?
Where are the forks?	Gde su viljuške?
Where are you going?	Куда ви идете?
Where are you going?	Где идеш?
Where is the museum?	Где је музеј?
Where's your friend?	Gde ti je prijatelj?
Where's your friend?	Где ти је пријатељица?
Where's your friend?	Gde ti je prijateljica?
Where's your friend?	Где ти је пријатељ?
Which one is easier?	Koji je lakši?
Which one is easier?	Koja je lakša?
Which one is easier?	Koje je lakše?
Who doesn't do that?	Ko to ne radi?
Who is your teacher?	Ко је твој учитељ?
Why am I still here?	Zašto sam još uvek ovde?
Why are you leaving?	Zašto odlaziš?
Why are you leaving?	Zašto odlazite?
Why are you leaving?	Зашто одлазите?
Why are you leaving?	Зашто одлазиш?
Why do you think so?	Zašto to mislite?
Why do you think so?	Зашто то мислите?
Why do you think so?	Zašto to misliš?
Why do you think so?	Зашто то мислиш?
Why do you think so?	Зашто тако мислите?
Why do you think so?	Zašto tako mislite?
Why is the sky blue?	Zašto je nebo plavo?
Will I get any help?	Hoće li mi neko pomoći?
You are out of step.	Nisi u toku.
You are out of step.	Niste u toku.
You can sit with me.	Možeš da sediš sa mnom.
You can sit with me.	Možete da sedite sa mnom.
You changed my life.	Promenio si moj život.
You changed my life.	Променио си мој живот.
You did a great job.	Uradio si odličan posao.
You did a great job.	Uradila si odličan posao.
You disappointed me.	Разочарао си ме.
You disappointed me.	Razočarao si me.
You disappointed me.	Разочарала си ме.
You disappointed me.	Razočarala si me.
You disappointed me.	Разочарали сте ме.
You disappointed me.	Razočarali ste me.
You guys looked mad.	Izgledali ste ljuto.
You guys looked mad.	Izgledali ste besno.
You know, don't you?	Ti znaš, zar ne?
You owe me big time.	Duguješ mi mnogo.
You owe me big time.	Дугујеш ми много.
You owe me big time.	Пуно ми дугујеш.
You're a clever one.	Pametan si ti.
You're a clever one.	Pametna si ti.
A dog is barking now.	Pas sada laje.
Add more water to it.	Dodati još vode!
Add more water to it.	Додати још воде!
All things must pass.	Sve stvari moraju da prođu.
All things must pass.	Sve stvari moraju proći.
All things must pass.	Svim stvarima dođe kraj.
All three men smiled.	Sva trojica muškaraca su se nasmejala.
Am I under suspicion?	Sumnjate li u mene?
Am I under suspicion?	Da li sumnjate u mene?
Am I under suspicion?	Sumnjaš li na mene?
Am I under suspicion?	Da li sumnjaš na mene?
Am I under suspicion?	Sumnjaju li na mene?
Am I under suspicion?	Da li sumnjaju na mene?
Anyway, you're wrong.	U svakom slučaju, nisi u pravu.
Anyway, you're wrong.	У сваком случају, ниси у праву.
Are those my glasses?	Da li su to moje naočare?
Are those my glasses?	Jesu li to moje naočare?
Are we starting soon?	Da li počinjemo uskoro?
Are we starting soon?	Počinjemo li uskoro?
Are we starting soon?	Da li krećemo uskoro?
Are we starting soon?	Krećemo li uskoro?
Are you free tonight?	Jesi li slobodan večeras?
Are you free tonight?	Да ли си слободан вечерас?
Can I drive you home?	Могу ли те одвести кући?
Can I drive you home?	Mogu li te odvesti kući?
Close your eyes, Tom.	Zatvori oči, Tome.
Close your eyes, Tom.	Zažmuri, Tome.
Coffee would be nice.	Kafa bi dobro došla.
Cold numbs the limbs.	Udovi trnu od hladnoće.
Come and help me out.	Dođi da mi pomogneš.
Come and help me out.	Dođite da mi pomognete.
Come and see me soon.	Dođi da me vidiš uskoro.
Come and see me soon.	Dođite da me vidite uskoro.
Come and take a look.	Dođi da pogledaš.
Come and take a look.	Dođite da pogledate.
Come back in a month.	Vrati se za mesec dana.
Come back in a month.	Vrati se za jedan mesec.
Come back in an hour.	Vrati se za sat vremena.
Come back in an hour.	Vrati se za jedan sat.
Come here, young man.	Dođi ovamo, mladiću.
Come with us, please.	Pođite sa nama, molim.
Come with us, please.	Pođi sa nama, molim te.
Come with us, please.	Pođite sa nama, molim vas.
Could you leave, Tom?	Možeš li da odeš, Tome?
Did you buy cat food?	Da li si kupio hranu za mačke?
Did you see her face?	Da li ste videli njeno lice?
Do you feel OK today?	Da li se danas osećaš OK?
Do you speak Chinese?	Да ли говорите кинески?
Do you speak Chinese?	Da li govoriš kineski?
Do you speak English?	Da li govorite engleski?
Do you speak English?	Govorite li engleski?
Do you study English?	Учиш ли енглески?
Do you talk about us?	Da li razgovarate o nama?
Do you talk about us?	Da li pričate o nama?
Do you talk about us?	Da li pričaš o nama?
Do you talk about us?	Da li govorite o nama?
Do you talk about us?	Da li govoriš o nama?
Does Tom know French?	Kako Tom zna francuski?
Does Tom know French?	Odakle Tom zna francuski?
Does this make sense?	Да ли ово има смисла?
Does this make sense?	Јел' ово има смисла?
Don't go out tonight.	Ne izlazi večeras.
Don't go out tonight.	Nemoj da izlaziš večeras.
Don't leave me alone.	Ne ostavljaj me samog.
Don't leave me alone.	Ne ostavljaj me samu.
Don't let anybody in.	Не пуштај никога унутра!
Don't let anybody in.	Ne puštaj nikoga unutra!
Don't you say a word.	Nemoj da si zucnuo.
Don't you say a word.	Немој да си зуцнуо.
Don't you say a word.	Немој ни да писнеш!
Don't you say a word.	Nemoj ni da pisneš!
Everyone fell asleep.	Svi su se uspavali.
Everyone fell asleep.	Svi su zaspali.
Everything's changed.	Sve se promenilo.
Fight fire with fire.	Klin se klinom izbija.
Fight fire with fire.	Клин се клином избија.
Finally, it's Friday.	Konačno je petak.
Fish is good for you.	Riba je dobra za tebe.
Give me a day or two.	Daj mi dan ili dva.
Go ahead and ask Tom.	Izvoli, pitaj Toma.
Go ahead, try it now.	Hajde, probaj odmah.
Go back to your room.	Idi nazad u sobu.
Have a drink with me.	Hajde na piće sa mnom.
Have a nice day, Tom.	Želim ti prijatan dan, Tome.
Have you seen my dog?	Da li si video mog psa?
Have you seen my dog?	Da li si video moje kuče?
Have you seen my dog?	Da li ste videli mog psa?
Have you seen my dog?	Da li ste videli moje kuče?
Have you seen my dog?	Jesi li video mog psa?
Have you seen my dog?	Jesi li video moje kuče?
Have you seen my dog?	Da li si videla mog psa?
Have you seen my dog?	Da li si videla moja kuče?
Have you seen my dog?	Jesi li videla mog psa?
Have you seen my dog?	Jesi li videla moje kuče?
He committed suicide.	Izvršio je samoubistvo.
He has a few friends.	On ima nekoliko prijatelja.
He has a good memory.	On ima dobro pamćenje.
He has a good memory.	On ima dobru memoriju.
He is second to none.	Он је без премца.
He is second to none.	On je bez premca.
He is second to none.	Нема му равног.
He is second to none.	Nema mu ravnog.
He knows many people.	Он познаје много људи.
He married my sister.	Оженио је моју сестру.
He put away his toys.	Склонио је своје играчке.
He ran away from her.	Он је отрчао од ње.
He was an honest man.	On je bio častan čovek.
He's on his way home.	On je na putu do kuće.
He's on his way home.	Na putu do kuće je.
Her name was unknown.	Njeno ime je bilo nepoznato.
Her name was unknown.	Њено име је било непознато.
His nose is bleeding.	Krvari mu nos.
His nose is bleeding.	Крвари му нос.
Hopefully, we'll win.	Nadam se da ćemo pobediti.
Hopefully, we'll win.	Nadamo se da ćemo pobediti.
How are Tom and Mary?	Kako su Tom i Meri?
How can I be of help?	Kako ja mogu da pomognem?
How could I hate Tom?	Kako mogu da mrzim Toma?
How could I hate Tom?	Kako bih mogla da mrzim Toma?
How could I hate Tom?	Kako bih mogao da mrzim Toma?
I am waiting my turn.	Čekam na svoj red.
I baked an apple pie.	Ispekao sam pitu od jabuka.
I can't do it either.	Ne mogu ni ja.
I can't do it either.	Не могу ни ја.
I can't do it either.	Ni ja ne mogu.
I can't do it either.	Ни ја не могу.
I can't wait forever.	Ne mogu čekati zauvek.
I can't wait forever.	Не могу чекати заувек.
I could be a suspect.	Mogao bih da budem osumnjičeni.
I could go there now.	Mogao bih da odem tamo sada.
I could go there now.	Mogao bih sada da odem tamo.
I could go there now.	Mogla bih da odem tamo sada.
I could go there now.	Mogla bih sada da odem tamo.
I could go there now.	Mogao bih sad da odem tamo.
I could go there now.	Mogla bih sad da odem tamo.
I could help you out.	Mogu da ti pomognem.
I could kill you now.	Mogao bih da te ubijem sada.
I could kill you now.	Mogao bih da te ubijem sad.
I could kill you now.	Mogla bih da te ubijem sad.
I could kill you now.	Mogla bih da te ubijem sada.
I don't like to work.	Ne volim da radim.
I don't like to work.	Не волим да радим.
I don't like writing.	Ne volim da pišem.
I don't want to swim.	Ne želim da plivam.
I don't want to swim.	Ne pliva mi se.
I faxed a map to Tom.	Poslao sam mapu Tomu faksom.
I faxed a map to Tom.	Poslala sam mapu Tomu faksom.
I faxed a map to Tom.	Faksom sam poslao mapu Tomu.
I faxed a map to Tom.	Faksom sam poslala mapu Tomu.
I feel safe with you.	Осећам се сигурно са тобом.
I feel safe with you.	Osećam se sigurno sa tobom.
I found him the book.	Našla sam mu knjigu.
I found him the book.	Нашла сам му књигу.
I have a debt to pay.	Moram da otplatim dug.
I have a few friends.	Imam par prijatelja.
I have a few friends.	Имам пар пријатеља.
I have a few friends.	Imam nekoliko prijatelja.
I have a few friends.	Имам неколико пријатеља.
I have a stomachache.	Boli me stomak.
I have two daughters.	Ја имам две кћерке.
I have two daughters.	Imam dve ćerke.
I hope Tom does that.	Nadam se da će Tom uraditi to.
I just won't do that.	Jednostavno neću da uradim to.
I know the gentleman.	Znam gospodina.
I know the gentleman.	Знам господина.
I must tell Tom that.	To moram da kažem Tomu.
I owe you an apology.	Dugujem ti izvinjenje.
I owe you an apology.	Дугујем вам извињење.
I ran into my friend.	Naleteo sam na svoga prijatelja.
I think no one knows.	Mislim da niko ne zna.
I wanted to help you.	Hteo sam da ti pomognem.
I wanted to help you.	Хтео сам да ти помогнем.
I wanted to help you.	Hteo sam da vam pomognem.
I wanted to help you.	Хтео сам да вам помогнем.
I won't let you down.	Neću vas izneveriti.
I won't let you down.	Нећу те изневерити.
I'd like to kiss you.	Волела бих да те пољубим.
I'd like to kiss you.	Volela bih da te poljubim.
I'd like to kiss you.	Voleo bih da te poljubim.
I'd like to kiss you.	Волео бих да те пољубим.
I'll not forget that.	Neću zaboraviti to.
I'll take you to Tom.	Odvešću te kod Toma.
I'll take you to Tom.	Одвешћу те Тому.
I'm an archaeologist.	Ja sam arheolog.
I'm glad Tom is here.	Drago mi je što je Tom ovde.
I'm glad you replied.	Drago mi je što si odgovorio.
I'm glad you replied.	Drago mi je da si odgovorio.
I'm glad you replied.	Drago mi je što si odgovorila.
I'm glad you replied.	Drago mi je da si odgovorila.
I'm glad you replied.	Drago mi je što ste odgovorili.
I'm glad you replied.	Drago mi je da ste odgovorili.
I'm going to go pack.	Idem da se spakujem.
I'm going to go pack.	Идем да се спакујем.
I'm happy about that.	Srećan sam zbog toga.
I'm happy about that.	Srećna sam zbog toga.
I'm not a specialist.	Nisam specijalista.
I'm not always right.	Nisam uvek u pravu.
I'm not lying to you.	Ne lažem te.
I'm not lying to you.	Ne lažem vas.
I'm not used to that.	Nisam se navikao na to.
I'm not used to that.	Nisam naviknut na to.
I'm ready to respond.	Spreman sam da odgovorim.
I'm ready to respond.	Spremna sam da odgovorim.
I'm scared of snakes.	Plašim se zmija.
I'm tired of arguing.	Dosta mi je svađe.
I'm tired of arguing.	Umorn sam od svađanja.
I'm tired of arguing.	Dosta mi je prepirki.
I'm tired of arguing.	Umoran sam od prepirki.
I've had a good life.	Imao sam dobar život.
I've thought of that.	Mislio sam na to.
Is that how it works?	Tako radi ovo?
Is this diamond real?	Je li ovo pravi dijamant?
Is this diamond real?	Је ли ово прави дијамант?
It all worked out OK.	Sve je ispalo OK.
It could be a weapon.	Moglo bi da bude oružije.
It could be a weapon.	To bi moglo da bude oružije.
It could be a weapon.	Moglo bi biti oružije.
It could be a weapon.	To b moglo biti oružije.
It could be anyone's.	Moglo bi da bude bilo čije.
It meant a lot to me.	To mi je mnogo značilo.
It meant a lot to me.	To mi je puno značilo.
It was a false alarm.	To je bila lažna uzbuna.
It was a lucky guess.	Posrećilo mi se.
It was a lucky guess.	To je bio pogodak na sreću.
It was all a big lie.	Sve je bila velika laž.
It was all a big lie.	Sve je bila jedna velika laž.
It'll work next time.	Uspeće sledeći put.
It's a piece of cake.	Просто као пасуљ.
It's a piece of cake.	Prosto k'o pasulj.
It's time for school.	Време је за школу.
It's time for school.	Vreme je za školu.
It's time to grow up.	Vreme je da se odraste.
